Sentence,ProteinName,UniProtId,PhenotypeName,HPOId,type,Label
"PROT production is eventually insufficient for maintaining normal blood glucose levels in T1D or T2D, leading to hyperglycemia and secondary complications, including PHENO, kidney dysfunction, and blindness [1, 3, 4].",Insulin,P01308,cardiovascular disease,HP:0001626,ft,Good-CoM
"Sole expression of AML1-ETO failed to generate PHENO in various murine transgenic models, suggesting that additional genetic events might be necessary for PROT-ETO-positive cells to adopt leukemogenic behavior [69].",AML1,Q01196,leukemia,HP:0001909,ft,Bad-CoM
"MM-111, a bispecific PROT/HER3 antibody, reduced HER2/3-PI3K signaling, suppressed HER2-positive xenograft PHENO growth, and showed synergy with trastuzumab or lapatinib against HER2-positive breast cancers in vivo [159].",HER2,P04626,tumor,HP:0002664,ft,Good-CoM
"Of note, the histology of cases 3 and 4 showed a  basal subtype  or  triple negative  (TN) PHENO which is oestrogen receptor (ER), progesterone receptor (PR), and PROT negative.",HER2,P04626,breast cancer,HP:0003002,ft,Good-CoM
"Other drugs belonging to kinase inhibitors class, such as brivanib (which targets PROT and FGFR1), linifanib (which targets PDGFR and VEGFR), sunitinib (which targets PDGFR, VEGFR, c-Kit, and Flt-3), erlotinib (which targets EGFR), and PI-88 (which targets heparanase and sulfatases) are currently being investigated for efficacy and safety in PHENO-phase III clinical trials.",VEGFR2,P35968,liver cancer,HP:0002896,ft,Bad-CoM
The effect of IL-19 on PROT expression and assembly in breast PHENO cells has been investigated [13].,FN,P02751,cancer,HP:0002664,ft,Bad-CoM
"In contrast, activism around prostate PHENO has been much more effective at raising public attention because a positive prostate-specific antigen (PROT) test allows patients to identify their situation for many years before becoming disabled.",PSA,Q9Y617,cancer,HP:0002664,ft,Bad-CoM
"These data indicated that both TGF and PROT were coexpressed in sclera tissues in flashing light-induced myopia model, suggesting that TGF- -CCN2 signaling might play an important role in the ocular growth and development of PHENO.",CCN2,P29279,myopia,HP:0000545,ft,Good-CoM
"The PHENO in this case was an infiltrating solid, trabecular, and microglandular pattern and, in most ACC, the tumor cells were immunohistochemically positive for amylase, lysozyme,  1ACT, S-100 protein, and EMA but were negative for estrogen receptor, progesterone receptor, and PROT protein (Table 2).",HER2,P04626,tumor,HP:0002664,ft,Good-CoM
Clinical and biological data suggest that PHENO tissue produces greater amount of free PROT (fPSA) than normal one and this seems to improve the predictive value of this marker in detecting Pca [24].,PSA,Q9Y617,tumor,HP:0002664,ft,Good-CoM
The results of this study identify a new physiological role for the PROT-LC3B axis as a potential endogenous modulator of PHENO treatment.,PSF,Q16270,colon cancer,HP:0003003,ft,Good-CoM
We examined the association of sleep duration with the stage and grade of tumor as well as PHENO markers (ER and PROT expression).,HER2,P04626,tumor,HP:0002664,ft,Bad-CoM
"73% of participants were definitely interested in colorectal PHENO screening when due, and 79% of men were definitely interested in a discussion about the PROT test.",PSA,Q9Y617,cancer,HP:0002664,ft,Good-CoM
"Despite the potential involvement of other factors in the bone destruction process, prominent expression of PROT by B and T cells in the PHENO lesions seems to play a primary role in the augmentation of bone resorption processes in this disease [10].",RANKL,O14788,periodontal disease,HP:0000704,ft,Good-CoM
This review strives to provide an overview on the clinical applications of PROT and other KLKs as the diagnostic and prognostic markers in prostate PHENO.,PSA,Q9Y617,cancer,HP:0002664,ft,Bad-CoM
"Due to the structural similarities between PROT and other KLKs, possible roles for the other members of KLK family as a biomarker for prostate PHENO have also been explored during the past 25 years.",PSA,Q9Y617,cancer,HP:0002664,ft,Bad-CoM
"AKT (PROT, RAC-PK) is a serine/threonine protein kinase that is involved in the regulation of many cellular processes such as growth, intermediate metabolism, survival, proliferation, invasiveness, and the regulation of PHENO angiogenesis.",PKB,P31749,tumor,HP:0002664,ft,Good-CoM
"A number of studies have shown disturbances to the RANK/RANKL/PROT system in CD patients with altered serum OPG [59, 60, 64] and RANK expression in tissue from CD patients, who had PHENO and reduced markers of bone formation [63, 66 69].",OPG,O00300,decreased bone mineral density,HP:0004349,ft,Good-CoM
"Moreover it should be taken into account that the PROT level does not always correlate well with the PHENO burden and that there are numerous examples of metastatic PCa in the absence of significantly elevated PSA levels, particularly when the tumours are poorly differentiated [36].",PSA,Q9Y617,tumour,HP:0002664,ft,Bad-CoM
"However, the possibility of an increased risk of bladder cancer induced by chronic glucosuria and PHENO among patients who use PROT inhibitors cannot be excluded.",SGLT2,P31639,urinary tract infection,HP:0000010,ft,Bad-CoM
"In addition, several studies reported that reduced expression of CK8/18 can discriminate the basal tumors of BRCA1 mutation carriers from basal tumors of noncarriers [9,10], whereas loss of phosphatase and tensin homolog (PTEN), together with triple-negative (TN; ER-, PR-, PROT-) status, was reported to improve the sensitivity of BRCA1 mutation prediction in a study of Asian breast PHENO patients [11].",HER2,P04626,cancer,HP:0002664,ft,Good-CoM
"We also evaluated correlations between RANK/PROT expression and the variables PHENO size, nodal status, ER, PgR, HER2, Ki67 and breast cancer subtype using the Pearson chi-squared test.",RANKL,O14788,tumor,HP:0002664,ft,Bad-CoM
"If a change in PROT status is found to be significantly frequent in gastric PHENO, management strategy recommendations similar to those of breast cancer should be introduced for gastric cancer, although it will be important to consider that biopsy from metastases/recurrence or metastasectomy is invasive and burdensome for patients.",HER2,P04626,cancer,HP:0002664,ft,Bad-CoM
PROT is present in serum concentrations directly proportionate to adipose tissue mass and is shown to be elevated in human PHENO [54].,Leptin,P41159,obesity,HP:0001513,ft,Good-CoM
"Trastuzumab is a humanized monoclonal antibody targeted against the extracellular portion of the human epidermal growth factor receptor (PROT, p185), which is overexpressed in approximately 15 to 30% of the invasive breast PHENO cases [19 22].",HER2,P04626,cancer,HP:0002664,ft,Good-CoM
"Some latest reports about HRs protein overexpression and PROT gene amplification assessment for breast PHENO by ICC and FISH using FNAC specimens showed excellent concordance rates between FNAC slides and FFPE sections.17 24 The use of FNAC specimens in determining the HRs status and the level of HER2 gene amplification can achieve high sensitivity, accuracy, and reliability.",HER2,P04626,cancer,HP:0002664,ft,Bad-CoM
Luciferase reporter assay was able to confirm SIRT1 to be the direct target of miR-204 and overexpression of miR-204 elevated PROT expression and increased anoikis sensitivity in PHENO cells.,LKB1,Q15831,gastric cancer,HP:0012126,ft,Good-CoM
"By summarizing data on PROT, VEGR, EGFR, mTOR, MET, and other common PHENO targets or signaling pathways, this review attempts to expound the advance of molecular targeted therapy for gastric cancer in recent years.",HER2,P04626,cancer,HP:0002664,ft,Bad-CoM
"This includes how FOXM1 impacts on different subtypes of PHENO, that is, luminal/estrogen receptor positive (ER+), expressing human epidermal growth factor receptor 2 (PROT), basal-like breast cancer (BBC), and triple negative breast cancer (TNBC).",HER2,P04626,breast cancer,HP:0003002,ft,Bad-CoM
"PROT mRNA and protein expression were identified in the cell preparations; however, this study stopped short of directly testing known PAR2 activators in the cell culture model of PHENO.",PAR2,Q9NWF4,insulin resistance,HP:0000855,ft,Bad-CoM
"We also demonstrated the presence of SPARC protein in the MPM PHENO cells as well as the stromal fibroblasts, with our results indicating the stroma as the likely source of the circulating PROT.",SPARC,P09486,tumour,HP:0002664,ft,Bad-CoM
"PROT detected  or  clinically detected , was associated with psychological wellbeing among prostate PHENO survivors.",PSA,Q9Y617,cancer,HP:0002664,ft,Good-CoM
"Regorafenib is a multikinase inhibitor that blocks the activity of protein kinases of several receptors (VEGFR1, VEGFR2, VEGFR3, TIE2, KIT, RET, RAF1, BRAF, PROT, and FGFR) involved in various signaling pathways regulating angiogenesis, PHENO growth, and tumor microenvironment [88].",PDGFR,P09619,tumor,HP:0002664,ft,Bad-CoM
"PROT (CRT), as a multifunctional protein, is involved in a spectrum of cellular processes including inflammation, autoimmunity, and PHENO initiation/progression.",Calreticulin,P27797,cancer,HP:0002664,ft,Good-CoM
"PROT has been found highly expressed in PHENO vasculature and mediates angiogenesis during tumorigenesis showing a potential role in cancer progression (7,8).",Fibronectin,P02751,tumor,HP:0002664,ft,Good-CoM
"In neuroinflammation, macrophage migration inhibitory factor (PROT) is produced and has been suggested to have a putative role in sudden SNHL, Meniere disease, and noise induced PHENO (see Table 2).",MIF,P03971,hearing loss,HP:0000365,ft,Good-CoM
"Our study allowed the determination of a risk gradient for PHENO development in at-risk population, showing that DQ2.2 variant was relevant when associated with PROT.5.",DQ2,O14656,celiac disease,HP:0002608,ft,Bad-CoM
"The comparable tumor initiating potential and similar expression of stem cell marker ALDH1 in HER2+ and PROT  CTCs suggests underlying tumor cell plasticity in these advanced patient-derived breast CTC lines, rather than a hierarchical cancer stem cell model as described in drug resistant subpopulations within established breast PHENO cell lines7,10 15.",HER2,P04626,cancer,HP:0002664,ft,Good-CoM
"Moussa et al[70] found a decrease in visceral sensitivity, fecal protease activity and PROT expression in acute TNBS PHENO rats treated with a fermented soy germ extract, containing phytoestrogens (isoflavones) and serine protease inhibitors (Bowman-Birk Inhibitor).",PAR2,Q9NWF4,colitis,HP:0002583,ft,Good-CoM
"This study showed that anti-apoptotic chrysin may antagonize PHENO-induced retinal angiogenesis and neovascularization through suppressing the up-regulation of HIF-1 , VEGF, and PROT in the retinal vasculature.",VEGFR2,P35968,hyperglycemia,HP:0003074,ft,Good-CoM
"Thus, our results suggest that extracellular TROP2 expression could serve as a prognostic indicator of treatment outcome in prostate cancer, and that targeting PHENO cells with high surface expression of PROT may be an effective way to prevent progression towards castration resistant prostate cancer.",TROP2,P09758,cancer,HP:0002664,ft,Good-CoM
"With regards to local recurrence (LR), only 1 of 79 (1.3%) patients with a CL PHENO had a LR as compared to 21 (5.4%) of luminal A, 15 (6.8%) of luminal B, 6 (28.6%) of the PROT enriched patients, 4 (7.5%) of the basal-like (p<0.001, Table 3, Fig 5).",HER2,P04626,tumor,HP:0002664,ft,Bad-CoM
"These data provide first in vitro and in vivo evidence of the integral role of previously unrecognized crosstalk between BITC, p53/PROT and p73/LKB1 axes in breast PHENO growth-inhibition.",LKB1,Q15831,tumor,HP:0002664,ft,Good-CoM
"Although a number of studies revealed that a variety of mechanisms can stimulate acquired resistance to EGFR-TKI including secondary mutations within EGFR at position T790, mutation in EGFR effector proteins, small-cell lung PHENO histologic transformation and upregulation of parallel receptor tyrosine kinases (e.g., MET, PROT and AXL) [4], the mechanisms responsible for about 20 30% of cases of acquired resistance to EGFR-TKIs are still unknown.",HER2,P04626,cancer,HP:0002664,ft,Bad-CoM
"Moreover, our study showed that c-Src was activated by RANKL in the migration of PHENO cells.13 Furthermore, c-Src expression showed a significantly positive linear relationship with PROT in breast cancer patients,27 indicating the relationship between c-Src and the RANKL/RANK pathway.",RANK,Q9Y6Q6,breast cancer,HP:0003002,ft,Good-CoM
Intravital imaging showed that in vivo PROT inhibition has heterogeneous effect on PHENO cell motility and did not prevent metastasis spread.,LIMK,P53667,tumor,HP:0002664,ft,Good-CoM
"Chi-square test, comparative analysis of survival curve, disease-free survival and COX risk assessment method were used to understand the association of PROT with the occurrence and progression and prognostic significance of cervical PHENO.",ADAR1,P55265,squamous cell carcinoma,HP:0002860,ft,Bad-CoM
"Hormone therapy use was strongly associated with risk of luminal-like PHENO, and less so with risk of PROT-positive or triple-negative cancer.",HER2,P04626,breast cancer,HP:0003002,ft,Bad-CoM
"Compared to control animals, mice with ablation of JNK3 in the germline, mice lacking PROT in leptin receptor expressing cells, and mice lacking JNK3 in Agrp neurons, all display increased food intake, increased adiposity, and PHENO specifically when placed on high-fat diet [34].",JNK3,P53779,insulin resistance,HP:0000855,ft,Good-CoM
"More specifically, genetic deletion of Hif-1  before leukemia initiation by different AML oncogenic mutations (PROT-ETO, MLL-AF9, HOXA9/MEIS1) revealed that loss of Hif-1  expression did not delay PHENO initiation or progression in any of the genetic models tested, and, contrary to previous data, its deletion either did not regulate or rather increased leukemia self-renewal in secondary transplantation experiments [26].",AML1,Q01196,leukemia,HP:0001909,ft,Good-CoM
